Method,SSIM,PTVH layer1,PTVH layer2,PTVH layer3,PTVH layer4,FID,PSNR,ExpTimestamp
PyrmidP2P_BCI,0.4865352326949382,0.4674,0.3854,0.2732,0.7229,92.61237699705663,20.49694784935355,2025-04-05 15:10:43.892
